3.093368291854858398e+00,-3.561340332031250000e+00
-3.970011234283447266e+00,3.725658416748046875e+00
6.298981666564941406e+00,-7.058112621307373047e+00
-4.932669162750244141e+00,5.035066127777099609e+00
-1.306880474090576172e+00,1.261773586273193359e+00
5.361217498779296875e+00,-5.946238517761230469e+00
3.660182476043701172e+00,-4.046728134155273438e+00
5.340331077575683594e+00,-5.640038013458251953e+00
2.626718997955322266e+00,-2.826469421386718750e+00
-2.834712266921997070e+00,2.849681138992309570e+00
-1.437245488166809082e+00,1.170788407325744629e+00
9.039499759674072266e-01,-1.200016975402832031e+00
3.074015617370605469e+00,-3.226302862167358398e+00
2.612505674362182617e+00,-3.129696607589721680e+00
-4.392128944396972656e+00,4.439370632171630859e+00
-4.386332988739013672e+00,4.324482440948486328e+00
-3.880940437316894531e+00,3.706301450729370117e+00
-1.932178854942321777e+00,1.813577532768249512e+00
-9.804096817970275879e-01,5.600705742835998535e-01
2.105318546295166016e+00,-2.375048637390136719e+00
-2.254225730895996094e+00,2.241322040557861328e+00
-1.129712909460067749e-02,-1.756154298782348633e-01
-2.536007404327392578e+00,2.489417791366577148e+00
4.973965644836425781e+00,-5.591302394866943359e+00
2.735146760940551758e+00,-3.062621355056762695e+00
8.290226757526397705e-02,-3.465654850006103516e-01
-1.346134305000305176e+00,1.297780990600585938e+00
4.764737129211425781e+00,-5.150507926940917969e+00
2.415965795516967773e+00,-2.690494298934936523e+00
3.491845846176147461e+00,-3.887464761734008789e+00
-2.135359048843383789e+00,1.977456927299499512e+00
4.885822772979736328e+00,-5.469651699066162109e+00
-3.009432554244995117e+00,2.940536737442016602e+00
3.991763591766357422e+00,-4.558896064758300781e+00
4.151098251342773438e+00,-4.762149333953857422e+00
2.881210327148437500e+00,-3.286983251571655273e+00
-3.100632667541503906e+00,3.022824287414550781e+00
-2.536036252975463867e+00,2.338321924209594727e+00
2.453211307525634766e+00,-2.808068752288818359e+00
-6.901483535766601562e+00,6.688522815704345703e+00
-5.421782493591308594e+00,5.320281028747558594e+00
-2.924932956695556641e+00,2.776007652282714844e+00
-5.468799114227294922e+00,5.558741092681884766e+00
8.772041201591491699e-01,-1.169620990753173828e+00
1.368497014045715332e+00,-1.634263753890991211e+00
3.817710399627685547e+00,-4.409914970397949219e+00
-2.112015008926391602e+00,2.060381174087524414e+00
1.936055779457092285e+00,-2.226619720458984375e+00
-2.887279510498046875e+00,2.896916389465332031e+00
2.846306800842285156e+00,-2.855680227279663086e+00
-2.191620171070098877e-01,-7.609353214502334595e-02
2.699254274368286133e+00,-3.166117906570434570e+00
2.800212144851684570e+00,-3.473394870758056641e+00
-4.655816078186035156e+00,4.530086994171142578e+00
1.672175645828247070e+00,-1.733597874641418457e+00
3.824088096618652344e+00,-4.087053775787353516e+00
3.102357387542724609e+00,-3.424098730087280273e+00
-3.777512311935424805e+00,3.477117061614990234e+00
-3.551820516586303711e+00,3.427158594131469727e+00
-4.776088297367095947e-01,1.656131893396377563e-01
2.708776235580444336e+00,-3.118303060531616211e+00
8.847737312316894531e-01,-9.804831743240356445e-01
4.774630069732666016e+00,-5.314023494720458984e+00
7.441979050636291504e-01,-8.963618278503417969e-01
-3.111904144287109375e+00,3.029523611068725586e+00
-1.642531037330627441e+00,1.592444777488708496e+00
3.209280014038085938e+00,-3.620548009872436523e+00
-1.461265981197357178e-01,-8.683080226182937622e-02
5.827072143554687500e+00,-6.516079425811767578e+00
-6.636366367340087891e+00,6.445613861083984375e+00
2.769419908523559570e+00,-2.787009477615356445e+00
7.463911771774291992e-01,-9.047616720199584961e-01
-5.079602599143981934e-01,3.389402031898498535e-01
-3.321753025054931641e+00,3.308415412902832031e+00
-1.457011103630065918e+00,1.414240002632141113e+00
3.874710083007812500e+00,-4.376880645751953125e+00
-5.013432502746582031e+00,5.148319244384765625e+00
5.051651000976562500e+00,-5.371602058410644531e+00
1.047535896301269531e+00,-1.368851184844970703e+00
-2.676260232925415039e+00,2.781543493270874023e+00
1.824340701103210449e+00,-2.214308500289916992e+00
-3.613435983657836914e+00,3.506921291351318359e+00
-2.574134588241577148e+00,2.651314496994018555e+00
-2.160014867782592773e+00,2.060195684432983398e+00
2.253376245498657227e+00,-2.550704240798950195e+00
-3.623078823089599609e+00,3.305551528930664062e+00
-3.082662343978881836e+00,3.104906797409057617e+00
-3.374289751052856445e+00,3.177266120910644531e+00
-2.692002058029174805e-01,1.278097629547119141e-01
4.502684116363525391e+00,-5.039237022399902344e+00
1.566515803337097168e+00,-1.761672854423522949e+00
-6.936153411865234375e+00,7.019835472106933594e+00
3.865825235843658447e-01,-5.395456552505493164e-01
-3.180521488189697266e+00,3.063463211059570312e+00
4.537295818328857422e+00,-5.232520103454589844e+00
-4.425588130950927734e+00,4.046539306640625000e+00
-1.814015805721282959e-01,-2.103906124830245972e-02
8.445058017969131470e-03,-2.123579680919647217e-01
2.271889209747314453e+00,-2.596475124359130859e+00
-4.597416400909423828e+00,4.835383892059326172e+00
-1.637351632118225098e+00,1.616877794265747070e+00
-1.705922245979309082e+00,1.544588088989257812e+00
2.290757894515991211e+00,-2.622776031494140625e+00
-1.968153834342956543e+00,1.732205748558044434e+00
3.481845378875732422e+00,-3.862816572189331055e+00
2.270868778228759766e+00,-2.686033487319946289e+00
-1.071998029947280884e-01,-1.970358192920684814e-02
8.638143539428710938e-01,-1.163513422012329102e+00
-3.120700836181640625e+00,3.145866155624389648e+00
1.546668887138366699e+00,-1.812122225761413574e+00
-4.108062744140625000e+00,3.833891391754150391e+00
-6.884814739227294922e+00,6.980650424957275391e+00
-1.630209207534790039e+00,1.417342782020568848e+00
1.718944907188415527e-01,-4.691262841224670410e-01
5.043037891387939453e+00,-5.631029129028320312e+00
-5.935900688171386719e+00,5.948598861694335938e+00
-1.286657571792602539e+00,8.912026286125183105e-01
-4.803513050079345703e+00,4.743822574615478516e+00
-5.602632999420166016e+00,5.589522361755371094e+00
2.931586742401123047e+00,-3.422464847564697266e+00
-6.128932237625122070e-01,4.580991864204406738e-01
4.842177391052246094e+00,-5.119300842285156250e+00
-5.116479873657226562e+00,5.262737274169921875e+00
-2.433789253234863281e+00,2.499256134033203125e+00
-4.452102661132812500e+00,4.300297260284423828e+00
9.258888363838195801e-01,-1.029805779457092285e+00
-6.018268108367919922e+00,5.895787715911865234e+00
1.009136438369750977e-01,-1.376558244228363037e-01
4.026476860046386719e+00,-4.519655227661132812e+00
2.358464479446411133e+00,-2.542035579681396484e+00
3.379803895950317383e+00,-3.731453895568847656e+00
1.149855613708496094e+00,-1.483289361000061035e+00
-1.866607069969177246e+00,1.712430000305175781e+00
3.571942806243896484e+00,-3.894652605056762695e+00
-4.897598743438720703e+00,4.984514236450195312e+00
-3.884754896163940430e+00,3.793336868286132812e+00
1.958622932434082031e+00,-2.094739675521850586e+00
-3.080688953399658203e+00,2.921245336532592773e+00
-5.681779861450195312e+00,5.623996257781982422e+00
-4.422766685485839844e+00,4.460889816284179688e+00
1.586856722831726074e+00,-1.837359189987182617e+00
-4.109028339385986328e+00,3.949975728988647461e+00
-4.033879280090332031e+00,4.229349136352539062e+00
-5.443583488464355469e+00,5.282100677490234375e+00
-2.755498647689819336e+00,2.525892734527587891e+00
1.867753982543945312e+00,-2.307220697402954102e+00
5.696708202362060547e+00,-6.349044322967529297e+00
-3.539021015167236328e-01,6.275838613510131836e-02
-2.038479328155517578e+00,1.676354050636291504e+00
4.290931820869445801e-01,-9.040932059288024902e-01
-1.598690509796142578e+00,1.305886030197143555e+00
3.303833723068237305e+00,-3.598108530044555664e+00
-3.172647714614868164e+00,2.786091566085815430e+00
-2.590251684188842773e+00,2.347183704376220703e+00
1.136763334274291992e+00,-1.429343461990356445e+00
-5.272962570190429688e+00,5.051535606384277344e+00
1.014132142066955566e+00,-1.257784008979797363e+00
-2.505822420120239258e+00,2.185392141342163086e+00
5.205839633941650391e+00,-5.735593318939208984e+00
-1.494381189346313477e+00,1.369683265686035156e+00
-2.740103006362915039e+00,2.652059555053710938e+00
-4.685709476470947266e+00,4.743618011474609375e+00
-1.013403058052062988e+00,1.164789676666259766e+00
-6.527836322784423828e-01,7.798737287521362305e-01
-5.310888290405273438e+00,5.229215145111083984e+00
3.282598257064819336e+00,-3.671175241470336914e+00
-4.914965927600860596e-01,3.327519595623016357e-01
4.258091926574707031e+00,-4.891329765319824219e+00
